measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.380077733,0.6722516383,0.1009094153
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.4081063081,0.7170113639,0.1775183099
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.3938401493,0.6316203505,0.1540621213
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.3979455076,0.7000101478,0.110935068
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.4220467464,0.7571288925,0.1867026735
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.4097825634,0.6470606478,0.1629767536
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.4063039572,0.7137570397,0.1120337348
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.4272498346,0.7609094718,0.1879077105
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.416593279,0.6515230124,0.1625721538
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.4160023127,0.7192624117,0.1141597899
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.4332693475,0.7700477361,0.1885182667
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.4244888147,0.6629730738,0.1650687743
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.4527638858,0.7788945769,0.1211752464
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.4631654252,0.8233471385,0.188236371
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.4578898406,0.7067278234,0.1716507188
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.4337543497,0.7494809023,0.1181353798
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.4485305932,0.802108949,0.190289692
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.4410279236,0.6828190351,0.168813787
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.4710497214,0.7957701521,0.1258002885
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.4732656719,0.8506814099,0.1880829182
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.4721424137,0.7333983642,0.1736572844
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.4763632881,0.8096563451,0.1274926621
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.4662061233,0.837750547,0.1777293974
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.4713602422,0.7284121629,0.1711370839
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.5005494704,0.8292757885,0.1456191681
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.4532092534,0.8154693626,0.1676146083
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.4772817677,0.7303906152,0.1719462847
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.4825305995,0.8074965941,0.1328549956
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.4600841868,0.8255134857,0.1744711104
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.4714879813,0.724337424,0.1716675884
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.4941669668,0.8202106821,0.1420110371
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.4608064602,0.8304898544,0.173481159
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.4777560813,0.7363323439,0.1758131894
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.5338915257,0.8594884136,0.1685646067
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.4560216396,0.8170253107,0.1653430182
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.4956032389,0.7571957578,0.1812585536
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.5158585288,0.8408415481,0.1560734582
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.4552296558,0.8191432952,0.1661407411
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.4860546078,0.7402095961,0.1755277528
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.5500387781,0.8896809507,0.1796970482
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.4558164527,0.8066754134,0.1629635872
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.503736176,0.7645895828,0.1844688957
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.5888865313,0.9411094019,0.2111152942
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.4621626698,0.8077112536,0.1629309257
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.5266474842,0.787779382,0.2066787422
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.568425677,0.9149322088,0.1918450359
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.457556519,0.8026306191,0.1622813713
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.5139523806,0.775352698,0.1944661268
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.6079662589,0.9777769194,0.2273512751
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.4665684286,0.8176653492,0.1648254124
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.5385598591,0.8066234834,0.2183781885
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.6297772179,1.0057462979,0.245506988
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.4723841911,0.8326177972,0.1681569195
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.5525443324,0.8187620882,0.2299138475
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.6542281619,1.044343706,0.2641993964
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.4791749862,0.841294595,0.1734571784
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.5683677483,0.8351326163,0.2459638295
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.6830545749,1.0908396513,0.2890400522
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.487522061,0.8526752135,0.1782686247
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.587167643,0.8560849394,0.2600490688
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.7176667964,1.1454973409,0.3195723542
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.498936015,0.8558126503,0.1850121406
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.6103791075,0.8945400182,0.275690973
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.7564713854,1.1966308658,0.3443772184
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.5118919451,0.8735090092,0.1910909394
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.6364964383,0.9287022447,0.29375486
1,Deaths,160,Afghanistan,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.7850138114,1.2364381688,0.3648647937
1,Deaths,160,Afghanistan,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.5221355218,0.8787313822,0.1971765103
1,Deaths,160,Afghanistan,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.6561016037,0.9535199353,0.3091208655
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.1495018285,0.1826740148,0.0871123582
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.0294580057,0.0355552479,0.0172086855
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.0911019123,0.1092714219,0.0544466109
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.1171557726,0.1461095754,0.0605458675
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.0252450056,0.0309072363,0.0137850445
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.0725512029,0.0882716173,0.038743223
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.1920513697,0.2270048619,0.1452274458
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.0321483193,0.0383021783,0.0226810884
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.1137945031,0.1329228833,0.0859025583
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.149036528,0.1805504939,0.0935834829
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.0283282934,0.0341593596,0.0175554319
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.0901455081,0.1073004837,0.0577721096
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.2808608998,0.3474787904,0.2376535041
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.0578487352,0.0673183255,0.049600817
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.1706271272,0.2052354793,0.1480537251
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1994,0.3007509796,0.3521169613,0.2508884039
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1994,0.0534945023,0.0620947627,0.0448292686
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1994,0.1793456145,0.2059405011,0.1546600865
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1995,0.2939856141,0.3483845436,0.2488756505
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1995,0.0554999826,0.0649466774,0.0469454195
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1995,0.1764949706,0.2056415064,0.1531631831
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.23961976,0.3069066432,0.2006726934
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.0598985864,0.0701512662,0.0510179011
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.1504901948,0.1839260788,0.1302933688
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.3306138945,0.4466609961,0.2687132728
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.0935055122,0.130550617,0.0761102831
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.2120542863,0.2825903071,0.1784130208
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.3191511408,0.4184832981,0.2622024095
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.063035213,0.0752666312,0.0535054794
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.1918468052,0.244564787,0.1625088988
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.2591845035,0.3294031826,0.2135060173
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.0781524567,0.1007958586,0.0643157853
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.1689484631,0.2094924805,0.1444183623
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.4830391294,0.6944014162,0.3912680926
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.1271359246,0.1838954629,0.1034915765
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.3047878752,0.4315237581,0.2542970174
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.5944640582,0.8964674088,0.4751850946
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.1576899681,0.23379059,0.128370566
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.3754427817,0.5559588013,0.3112676394
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.559224636,0.8325389405,0.4479224505
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.1540880568,0.2244304593,0.1256569426
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2002,0.3561310817,0.5213340615,0.2959779206
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.4682104665,0.6863120138,0.3729006002
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.1392988705,0.2013397501,0.1140035119
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2005,0.3033806984,0.4374043997,0.2496624003
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.5925314434,0.8869833108,0.4742632442
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.1661976312,0.2467052278,0.1359768588
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2004,0.378776715,0.5605094761,0.312846121
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.4656642544,0.6796895231,0.3649074625
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.1210429253,0.1712121559,0.0993090545
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2006,0.2930907288,0.4204862056,0.2377335456
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.5128997342,0.7353071991,0.3884600165
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.1330864186,0.18042962,0.1085777454
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2008,0.323074418,0.4549979569,0.2544648155
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.5321515046,0.7677029184,0.4069611564
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.132849739,0.185667057,0.1088235768
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2007,0.3323817541,0.476411509,0.2642769723
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.4095925591,0.571346981,0.3086891919
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.1113700813,0.1481039708,0.0895016943
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2009,0.2606983868,0.3576003682,0.2043557041
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.4780556098,0.6707647767,0.3580207528
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.129973186,0.1717713402,0.1013826248
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2011,0.3045767783,0.4149872385,0.2373285514
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.4416108077,0.6139617019,0.3329825017
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.1257177417,0.1631897374,0.1002180315
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2010,0.2840457979,0.381352656,0.2239891045
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.49872423,0.6998665455,0.3667350435
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.1336885164,0.1804709975,0.1015041204
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2012,0.3169095383,0.4348238275,0.2462400257
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.5252209363,0.7416013451,0.382627854
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.1385403837,0.1895455544,0.1036026872
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2013,0.3327193561,0.4599655438,0.2545187997
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.5585288926,0.7861019492,0.3977217016
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.1440062454,0.2008548414,0.1053429042
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2014,0.3522049269,0.4950511613,0.2695955751
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.5809710957,0.8223621823,0.4116174578
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.1492508414,0.2132076774,0.1077233904
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2015,0.3661084343,0.5097632129,0.2743968599
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.6049969494,0.8683078825,0.4272285173
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.1543520353,0.2210426928,0.1104983258
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2016,0.3807498734,0.5286888489,0.2833407501
1,Deaths,43,Albania,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.6199700446,0.8872282879,0.431879625
1,Deaths,43,Albania,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.1586562197,0.2285916755,0.1120799844
1,Deaths,43,Albania,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2017,0.3904016627,0.5475720515,0.2879111862
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.9533644661,1.2452250267,0.6482824409
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.3212071398,0.3945757329,0.2473327812
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1990,0.6409495752,0.8009354469,0.4624543076
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1992,1.09307049,1.4346673455,0.7542725211
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.3574658068,0.4384422429,0.2814812772
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1992,0.7294654625,0.9141970432,0.5274810786
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1993,1.1777881258,1.5483658143,0.8171303264
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.3800281316,0.466499136,0.3003713128
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1993,0.7834135585,0.9781890635,0.5790047128
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1995,1.3922154926,1.8298694259,0.9833341635
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1995,0.4346044096,0.5317636494,0.3470181243
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1995,0.9187204253,1.1451453931,0.6984461142
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1994,1.2964137388,1.7062151867,0.9027343773
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1994,0.4080610112,0.5013231323,0.3242661867
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1994,0.8572043739,1.0694383433,0.6415980426
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1991,1.0181372767,1.3299423957,0.7014844054
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.338269585,0.4152331204,0.2635137908
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1991,0.6821189805,0.8544898595,0.4953042303
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1997,1.6047775331,2.1232218641,1.1559311029
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1997,0.4939592346,0.5991359452,0.3955812634
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1997,1.0555357104,1.3285005904,0.8151382053
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1996,1.4939974296,1.9689786236,1.068882016
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.4635430486,0.5638416407,0.3719272691
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1996,0.9844726097,1.2331922657,0.7558616296
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1998,1.7061824283,2.240209172,1.2325444447
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1998,0.5197032757,0.6277937606,0.4139946902
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1998,1.119588632,1.4032396726,0.8681197912
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2000,1.943718801,2.5420372029,1.4186596599
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2000,0.6182403479,0.7427857974,0.4919736064
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2000,1.2887440698,1.5995351081,1.0171764082
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,1999,1.831913312,2.402942996,1.3272892515
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,1999,0.5721727883,0.6886045952,0.4560412528
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,1999,1.2092469933,1.509510346,0.9429277406
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2001,2.046298891,2.6541796956,1.5078797977
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2001,0.6636014719,0.801493313,0.5327822556
1,Deaths,139,Algeria,3,Both,22,All Ages,562,Opioid use disorders,3,Rate,2001,1.3632154085,1.6837831837,1.069497436
1,Deaths,139,Algeria,1,Male,22,All Ages,562,Opioid use disorders,3,Rate,2003,2.1741257909,2.7743561932,1.5872471925
1,Deaths,139,Algeria,2,Female,22,All Ages,562,Opioid use disorders,3,Rate,2003,0.7386115656,0.8890689184,0.6027915251
